X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
1.2549671,52.1552973,0,0,996,53,2020/12/30 14:11:42+00,,,,speed: 0.7,,,,,,,,,,,,,,,,,
1.2550853,52.1552905,0,0,997,54,2020/12/30 14:11:46+00,72,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2552271,52.1553235,0,0,998,55,2020/12/30 14:11:51+00,70,,,speed: 1.5,,,,,,,,,,,,,,,,,
1.255318,52.1553386,0,0,999,57,2020/12/30 14:11:54+00,73,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2554386,52.1553639,0,0,1000,58,2020/12/30 14:11:58+00,71,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2555665,52.1553826,0,0,1001,58,2020/12/30 14:12:02+00,72,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.2557176,52.1554056,0,0,1002,56,2020/12/30 14:12:07+00,69,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2557991,52.1554244,0,0,1003,52,2020/12/30 14:12:10+00,68,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2558854,52.155449,0,0,1004,49,2020/12/30 14:12:14+00,65,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2559838,52.1554788,0,0,1005,51,2020/12/30 14:12:18+00,67,,,speed: 1.4,,,,,,,,,,,,,,,,,
1.2560801,52.1555059,0,0,1006,57,2020/12/30 14:12:22+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.256183,52.1555234,0,0,1007,58,2020/12/30 14:12:26+00,68,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.25631,52.1555415,0,0,1008,52,2020/12/30 14:12:31+00,63,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2564021,52.1555555,0,0,1009,51,2020/12/30 14:12:35+00,59,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2565183,52.1555448,0,0,1010,51,2020/12/30 14:12:39+00,82,,,speed: 1.3,,,,,,,,,,,,,,,,,
1.2566185,52.1555271,0,0,1011,51,2020/12/30 14:12:42+00,98,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2566673,52.1554641,0,0,1012,53,2020/12/30 14:12:46+00,146,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2567158,52.155441,0,0,1013,54,2020/12/30 14:12:51+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2567461,52.1554175,0,0,1014,52,2020/12/30 14:12:55+00,133,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.256806,52.1553861,0,0,1015,53,2020/12/30 14:12:58+00,135,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2568343,52.155396,0,0,1016,54,2020/12/30 14:13:03+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2569145,52.1553888,0,0,1017,53,2020/12/30 14:13:06+00,93,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2570308,52.155378,0,0,1018,54,2020/12/30 14:13:10+00,98,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.257144,52.1553778,0,0,1019,52,2020/12/30 14:13:14+00,92,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.257176,52.1553778,0,0,1020,54,2020/12/30 14:13:18+00,89,,,speed: 0.9,,,,,,,,,,,,,,,,,
1.2572861,52.1554088,0,0,1021,53,2020/12/30 14:13:22+00,72,,,speed: 2.6,,,,,,,,,,,,,,,,,
1.2574113,52.1554516,0,0,1022,53,2020/12/30 14:13:26+00,66,,,speed: 2.5,,,,,,,,,,,,,,,,,
1.2574893,52.1554706,0,0,1023,53,2020/12/30 14:13:30+00,68,,,speed: 1.3,,,,,,,,,,,,,,,,,
1.2575665,52.1554813,0,0,1024,54,2020/12/30 14:13:34+00,72,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2576821,52.1554971,0,0,1025,54,2020/12/30 14:13:38+00,74,,,speed: 1.1,,,,,,,,,,,,,,,,,
1.2577384,52.1555098,0,0,1026,54,2020/12/30 14:13:42+00,75,,,speed: 1.1,,,,,,,,,,,,,,,,,
1.2577835,52.1555139,0,0,1027,54,2020/12/30 14:13:47+00,73,,,speed: 1.1,,,,,,,,,,,,,,,,,
1.2577916,52.1555123,0,0,1028,53,2020/12/30 14:13:51+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2577896,52.1555155,0,0,1029,53,2020/12/30 14:13:54+00,,,,speed: 0.4,,,,,,,,,,,,,,,,,
1.2577868,52.1555333,0,0,1030,55,2020/12/30 14:13:58+00,38,,,speed: 4.1,,,,,,,,,,,,,,,,,
1.2580958,52.1556238,0,0,1031,55,2020/12/30 14:14:02+00,58,,,speed: 5.7,,,,,,,,,,,,,,,,,
1.2583448,52.1556843,0,0,1032,57,2020/12/30 14:14:06+00,66,,,speed: 3.8,,,,,,,,,,,,,,,,,
1.2585608,52.1557426,0,0,1033,56,2020/12/30 14:14:11+00,66,,,speed: 2.6,,,,,,,,,,,,,,,,,
1.2586659,52.1557741,0,0,1034,54,2020/12/30 14:14:14+00,65,,,speed: 2.5,,,,,,,,,,,,,,,,,
1.2587926,52.1558091,0,0,1035,52,2020/12/30 14:14:18+00,67,,,speed: 2.4,,,,,,,,,,,,,,,,,
1.2589313,52.1558471,0,0,1036,52,2020/12/30 14:14:22+00,68,,,speed: 2.7,,,,,,,,,,,,,,,,,
1.2590643,52.1558941,0,0,1037,51,2020/12/30 14:14:26+00,62,,,speed: 2.6,,,,,,,,,,,,,,,,,
1.2591391,52.1559231,0,0,1038,51,2020/12/30 14:14:30+00,80,,,speed: 1.1,,,,,,,,,,,,,,,,,
1.259142,52.1559136,0,0,1039,51,2020/12/30 14:14:34+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2591368,52.1559106,0,0,1040,53,2020/12/30 14:14:39+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.259139,52.1559121,0,0,1041,53,2020/12/30 14:14:42+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2591595,52.1559478,0,0,1042,53,2020/12/30 14:14:46+00,88,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2591543,52.1559653,0,0,1043,53,2020/12/30 14:14:50+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2591661,52.1559816,0,0,1044,53,2020/12/30 14:14:55+00,,,,speed: 0.6,,,,,,,,,,,,,,,,,
1.2591788,52.1559853,0,0,1045,53,2020/12/30 14:14:58+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2593336,52.155986,0,0,1046,50,2020/12/30 14:15:02+00,68,,,speed: 3.2,,,,,,,,,,,,,,,,,
1.2594758,52.1560345,0,0,1047,51,2020/12/30 14:15:06+00,64,,,speed: 2.9,,,,,,,,,,,,,,,,,
1.2595074,52.1560513,0,0,1048,54,2020/12/30 14:15:10+00,,,,speed: 0.4,,,,,,,,,,,,,,,,,
1.2595106,52.1560528,0,0,1049,54,2020/12/30 14:15:14+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2595063,52.1560459,0,0,1050,54,2020/12/30 14:15:19+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2595738,52.1560633,0,0,1051,53,2020/12/30 14:15:22+00,165,,,speed: 3.2,,,,,,,,,,,,,,,,,
1.2597841,52.1561488,0,0,1052,54,2020/12/30 14:15:26+00,89,,,speed: 4.4,,,,,,,,,,,,,,,,,
1.2600456,52.1562546,0,0,1053,53,2020/12/30 14:15:31+00,63,,,speed: 3.6,,,,,,,,,,,,,,,,,
1.2601556,52.1563006,0,0,1054,53,2020/12/30 14:15:34+00,60,,,speed: 2.8,,,,,,,,,,,,,,,,,
1.2602706,52.1563658,0,0,1055,52,2020/12/30 14:15:38+00,53,,,speed: 2.6,,,,,,,,,,,,,,,,,
1.2604185,52.1564436,0,0,1056,53,2020/12/30 14:15:43+00,49,,,speed: 2.9,,,,,,,,,,,,,,,,,
1.260518,52.1564901,0,0,1057,54,2020/12/30 14:15:47+00,50,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2606163,52.1565251,0,0,1058,54,2020/12/30 14:15:50+00,56,,,speed: 2.6,,,,,,,,,,,,,,,,,
1.2607503,52.1565711,0,0,1059,54,2020/12/30 14:15:54+00,59,,,speed: 2.7,,,,,,,,,,,,,,,,,
1.2609044,52.1566245,0,0,1060,53,2020/12/30 14:15:59+00,60,,,speed: 2.4,,,,,,,,,,,,,,,,,
1.2610236,52.1566636,0,0,1061,52,2020/12/30 14:16:03+00,62,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2610406,52.1566798,0,0,1062,53,2020/12/30 14:16:07+00,,,,speed: 0.5,,,,,,,,,,,,,,,,,
1.2611025,52.1566913,0,0,1063,53,2020/12/30 14:16:10+00,43,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2612655,52.1567185,0,0,1064,53,2020/12/30 14:16:15+00,71,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2613596,52.1567413,0,0,1065,53,2020/12/30 14:16:19+00,,,,speed: 0.3,,,,,,,,,,,,,,,,,
1.2613993,52.1567518,0,0,1066,51,2020/12/30 14:16:22+00,67,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.261485,52.1567688,0,0,1067,52,2020/12/30 14:16:26+00,69,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.261534,52.1568196,0,0,1068,54,2020/12/30 14:16:30+00,39,,,speed: 1.1,,,,,,,,,,,,,,,,,
1.2615245,52.156815,0,0,1069,53,2020/12/30 14:16:34+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2615296,52.1568171,0,0,1070,52,2020/12/30 14:16:38+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2615346,52.1568208,0,0,1071,51,2020/12/30 14:16:42+00,,,,speed: 0.3,,,,,,,,,,,,,,,,,
1.2615373,52.156822,0,0,1072,51,2020/12/30 14:16:46+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2616293,52.1568641,0,0,1073,49,2020/12/30 14:16:50+00,40,,,speed: 2.5,,,,,,,,,,,,,,,,,
1.2616698,52.1568861,0,0,1074,50,2020/12/30 14:16:55+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2617933,52.1569243,0,0,1075,50,2020/12/30 14:16:59+00,57,,,speed: 3.4,,,,,,,,,,,,,,,,,
1.261953,52.1569703,0,0,1076,52,2020/12/30 14:17:03+00,62,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2620536,52.1569536,0,0,1077,52,2020/12/30 14:17:06+00,82,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2621671,52.1568696,0,0,1078,52,2020/12/30 14:17:10+00,124,,,speed: 2.5,,,,,,,,,,,,,,,,,
1.2622521,52.1568128,0,0,1079,53,2020/12/30 14:17:14+00,134,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.262347,52.156739,0,0,1080,53,2020/12/30 14:17:18+00,140,,,speed: 2.6,,,,,,,,,,,,,,,,,
1.2624186,52.1566558,0,0,1081,52,2020/12/30 14:17:22+00,152,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.2625198,52.1565901,0,0,1082,53,2020/12/30 14:17:27+00,142,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2625871,52.156548,0,0,1083,54,2020/12/30 14:17:30+00,138,,,speed: 2.3,,,,,,,,,,,,,,,,,
1.2627086,52.1564851,0,0,1084,54,2020/12/30 14:17:35+00,132,,,speed: 2.4,,,,,,,,,,,,,,,,,
1.2627838,52.1564395,0,0,1085,55,2020/12/30 14:17:38+00,133,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.2628375,52.1564035,0,0,1086,54,2020/12/30 14:17:43+00,132,,,speed: 1.2,,,,,,,,,,,,,,,,,
1.2629018,52.156368,0,0,1087,53,2020/12/30 14:17:46+00,131,,,speed: 1.5,,,,,,,,,,,,,,,,,
1.2629356,52.1563345,0,0,1088,55,2020/12/30 14:17:50+00,144,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2629848,52.1563089,0,0,1089,54,2020/12/30 14:17:54+00,,,,speed: 0.5,,,,,,,,,,,,,,,,,
1.2630638,52.1562693,0,0,1090,55,2020/12/30 14:17:59+00,132,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2630893,52.1562579,0,0,1091,54,2020/12/30 14:18:02+00,,,,speed: 0.5,,,,,,,,,,,,,,,,,
1.2630878,52.1562553,0,0,1092,53,2020/12/30 14:18:06+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2631839,52.1562091,0,0,1093,54,2020/12/30 14:18:11+00,122,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.2632611,52.1561706,0,0,1094,54,2020/12/30 14:18:14+00,128,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2633573,52.1561241,0,0,1095,53,2020/12/30 14:18:18+00,129,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2634305,52.1560698,0,0,1096,53,2020/12/30 14:18:22+00,136,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.263509,52.1560096,0,0,1097,53,2020/12/30 14:18:26+00,139,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.263607,52.1559485,0,0,1098,54,2020/12/30 14:18:31+00,139,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2636868,52.1558976,0,0,1099,53,2020/12/30 14:18:35+00,139,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2637245,52.1558555,0,0,1100,53,2020/12/30 14:18:38+00,146,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2637963,52.1557946,0,0,1101,52,2020/12/30 14:18:43+00,146,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2638178,52.1557806,0,0,1102,52,2020/12/30 14:18:46+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2638258,52.1557783,0,0,1103,51,2020/12/30 14:18:51+00,,,,speed: 0.6,,,,,,,,,,,,,,,,,
1.2638863,52.1557423,0,0,1104,49,2020/12/30 14:18:54+00,141,,,speed: 2.3,,,,,,,,,,,,,,,,,
1.2639571,52.1556755,0,0,1105,48,2020/12/30 14:18:58+00,145,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2640176,52.1556098,0,0,1106,47,2020/12/30 14:19:02+00,151,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2640468,52.1555443,0,0,1107,49,2020/12/30 14:19:06+00,161,,,speed: 1.3,,,,,,,,,,,,,,,,,
1.264074,52.1554691,0,0,1108,51,2020/12/30 14:19:11+00,169,,,speed: 1.0,,,,,,,,,,,,,,,,,
1.2640925,52.1554306,0,0,1109,51,2020/12/30 14:19:15+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2640976,52.155417,0,0,1110,52,2020/12/30 14:19:18+00,,,,speed: 0.8,,,,,,,,,,,,,,,,,
1.2641095,52.155369,0,0,1111,51,2020/12/30 14:19:23+00,174,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2641365,52.1553373,0,0,1112,52,2020/12/30 14:19:26+00,168,,,speed: 1.1,,,,,,,,,,,,,,,,,
1.2641713,52.1552709,0,0,1113,53,2020/12/30 14:19:30+00,164,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2642135,52.1551793,0,0,1114,53,2020/12/30 14:19:35+00,163,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2642113,52.1551693,0,0,1115,52,2020/12/30 14:19:39+00,,,,speed: 0.3,,,,,,,,,,,,,,,,,
1.2641948,52.1551686,0,0,1116,51,2020/12/30 14:19:42+00,,,,speed: 0.4,,,,,,,,,,,,,,,,,
1.264184,52.1551484,0,0,1117,51,2020/12/30 14:19:47+00,,,,speed: 0.3,,,,,,,,,,,,,,,,,
1.2641916,52.1551518,0,0,1118,50,2020/12/30 14:19:50+00,,,,speed: 0.4,,,,,,,,,,,,,,,,,
1.264214,52.1551458,0,0,1119,49,2020/12/30 14:19:54+00,,,,speed: 1.3,,,,,,,,,,,,,,,,,
1.2642918,52.1550254,0,0,1120,48,2020/12/30 14:19:58+00,167,,,speed: 4.2,,,,,,,,,,,,,,,,,
1.2643808,52.1548616,0,0,1121,47,2020/12/30 14:20:02+00,163,,,speed: 4.5,,,,,,,,,,,,,,,,,
1.264485,52.1547218,0,0,1122,47,2020/12/30 14:20:06+00,157,,,speed: 3.4,,,,,,,,,,,,,,,,,
1.2645281,52.1546591,0,0,1123,48,2020/12/30 14:20:10+00,156,,,speed: 1.2,,,,,,,,,,,,,,,,,
1.2645421,52.1546328,0,0,1124,48,2020/12/30 14:20:14+00,,,,speed: 0.5,,,,,,,,,,,,,,,,,
1.2645926,52.1545676,0,0,1125,47,2020/12/30 14:20:19+00,153,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2646198,52.1545288,0,0,1126,48,2020/12/30 14:20:22+00,153,,,speed: 1.4,,,,,,,,,,,,,,,,,
1.2646903,52.154463,0,0,1127,46,2020/12/30 14:20:27+00,147,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2647333,52.1544238,0,0,1128,46,2020/12/30 14:20:30+00,145,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2648091,52.1543551,0,0,1129,48,2020/12/30 14:20:35+00,144,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2648546,52.1543251,0,0,1130,48,2020/12/30 14:20:38+00,140,,,speed: 1.3,,,,,,,,,,,,,,,,,
1.2649418,52.1542761,0,0,1131,47,2020/12/30 14:20:43+00,133,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2650103,52.1542424,0,0,1132,46,2020/12/30 14:20:47+00,128,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2650308,52.154217,0,0,1133,46,2020/12/30 14:20:50+00,,,,speed: 0.9,,,,,,,,,,,,,,,,,
1.265053,52.1541988,0,0,1134,45,2020/12/30 14:20:54+00,,,,speed: 0.6,,,,,,,,,,,,,,,,,
1.2651325,52.1541545,0,0,1135,45,2020/12/30 14:20:58+00,135,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2652018,52.1541095,0,0,1136,46,2020/12/30 14:21:02+00,133,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.265282,52.1540743,0,0,1137,46,2020/12/30 14:21:06+00,128,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.2653859,52.1540091,0,0,1138,47,2020/12/30 14:21:11+00,132,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2654363,52.1539743,0,0,1139,48,2020/12/30 14:21:14+00,137,,,speed: 1.6,,,,,,,,,,,,,,,,,
1.265508,52.1539383,0,0,1140,46,2020/12/30 14:21:19+00,,,,speed: 0.5,,,,,,,,,,,,,,,,,
1.2655626,52.1539118,0,0,1141,46,2020/12/30 14:21:23+00,130,,,speed: 1.4,,,,,,,,,,,,,,,,,
1.2656233,52.1538861,0,0,1142,45,2020/12/30 14:21:26+00,126,,,speed: 1.5,,,,,,,,,,,,,,,,,
1.2657313,52.1538308,0,0,1143,44,2020/12/30 14:21:31+00,129,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2658136,52.1537954,0,0,1144,45,2020/12/30 14:21:34+00,127,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.2659223,52.1537483,0,0,1145,46,2020/12/30 14:21:38+00,126,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2660408,52.1537065,0,0,1146,45,2020/12/30 14:21:42+00,123,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.2661521,52.1536553,0,0,1147,46,2020/12/30 14:21:46+00,125,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.2662713,52.1536048,0,0,1148,47,2020/12/30 14:21:50+00,125,,,speed: 2.5,,,,,,,,,,,,,,,,,
1.2663796,52.1535453,0,0,1149,46,2020/12/30 14:21:54+00,130,,,speed: 2.5,,,,,,,,,,,,,,,,,
1.2663291,52.1535026,0,0,1150,46,2020/12/30 14:21:58+00,179,,,speed: 2.8,,,,,,,,,,,,,,,,,
1.2665223,52.1533726,0,0,1151,45,2020/12/30 14:22:03+00,145,,,speed: 4.2,,,,,,,,,,,,,,,,,
1.2666,52.1532313,0,0,1152,43,2020/12/30 14:22:06+00,154,,,speed: 6.5,,,,,,,,,,,,,,,,,
1.2667679,52.1529891,0,0,1153,45,2020/12/30 14:22:10+00,154,,,speed: 7.2,,,,,,,,,,,,,,,,,
1.2669453,52.1527995,0,0,1154,45,2020/12/30 14:22:14+00,151,,,speed: 5.6,,,,,,,,,,,,,,,,,
1.2670035,52.1527284,0,0,1155,44,2020/12/30 14:22:18+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2669811,52.1527393,0,0,1156,45,2020/12/30 14:22:22+00,,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.266897,52.15282,0,0,1157,46,2020/12/30 14:22:26+00,,,,speed: 0.5,,,,,,,,,,,,,,,,,
1.2669235,52.1527798,0,0,1158,45,2020/12/30 14:22:31+00,,,,speed: 2.9,,,,,,,,,,,,,,,,,
1.266951,52.1526843,0,0,1159,45,2020/12/30 14:22:34+00,,,,speed: 3.4,,,,,,,,,,,,,,,,,
1.2669303,52.1526828,0,0,1160,49,2020/12/30 14:22:39+00,,,,speed: 0.7,,,,,,,,,,,,,,,,,
1.266925,52.1526861,0,0,1161,49,2020/12/30 14:22:42+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2669475,52.1526226,0,0,1162,48,2020/12/30 14:22:46+00,,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.2669408,52.1525871,0,0,1163,47,2020/12/30 14:22:50+00,,,,speed: 0.6,,,,,,,,,,,,,,,,,
1.2669406,52.1525823,0,0,1164,47,2020/12/30 14:22:54+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2668976,52.1525548,0,0,1165,47,2020/12/30 14:22:58+00,,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2668556,52.1524958,0,0,1166,48,2020/12/30 14:23:02+00,,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.2668186,52.1524013,0,0,1167,48,2020/12/30 14:23:07+00,,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2667841,52.1523453,0,0,1168,47,2020/12/30 14:23:10+00,,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.2667376,52.1523061,0,0,1169,45,2020/12/30 14:23:14+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2667368,52.1523071,0,0,1170,45,2020/12/30 14:23:19+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2667078,52.1522603,0,0,1171,45,2020/12/30 14:23:22+00,,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2666758,52.1522018,0,0,1172,46,2020/12/30 14:23:26+00,,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2666286,52.1521335,0,0,1173,46,2020/12/30 14:23:30+00,,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2666035,52.1521044,0,0,1174,45,2020/12/30 14:23:34+00,,,,speed: 1.2,,,,,,,,,,,,,,,,,
1.2665694,52.1520371,0,0,1175,44,2020/12/30 14:23:38+00,,,,speed: 1.7,,,,,,,,,,,,,,,,,
1.2665098,52.1519503,0,0,1176,46,2020/12/30 14:23:43+00,,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2664745,52.1519029,0,0,1177,46,2020/12/30 14:23:46+00,,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2664426,52.1518805,0,0,1178,46,2020/12/30 14:23:51+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.266399,52.1518328,0,0,1179,46,2020/12/30 14:23:54+00,,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2663696,52.1518021,0,0,1180,49,2020/12/30 14:23:58+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2663149,52.1517668,0,0,1181,49,2020/12/30 14:24:03+00,,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2662716,52.1517454,0,0,1182,48,2020/12/30 14:24:07+00,,,,speed: 0.9,,,,,,,,,,,,,,,,,
1.2661995,52.1517203,0,0,1183,48,2020/12/30 14:24:10+00,,,,speed: 1.4,,,,,,,,,,,,,,,,,
1.2661475,52.1517003,0,0,1184,47,2020/12/30 14:24:15+00,,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2660546,52.1516754,0,0,1185,46,2020/12/30 14:24:18+00,,,,speed: 2.1,,,,,,,,,,,,,,,,,
1.2659593,52.1516498,0,0,1186,47,2020/12/30 14:24:22+00,,,,speed: 0.6,,,,,,,,,,,,,,,,,
1.2659335,52.1516445,0,0,1187,48,2020/12/30 14:24:26+00,,,,speed: 1.8,,,,,,,,,,,,,,,,,
1.2658408,52.1516231,0,0,1188,49,2020/12/30 14:24:30+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2656781,52.1515823,0,0,1189,46,2020/12/30 14:24:34+00,,,,speed: 5.7,,,,,,,,,,,,,,,,,
1.2654066,52.1515134,0,0,1190,47,2020/12/30 14:24:38+00,,,,speed: 3.7,,,,,,,,,,,,,,,,,
1.2654325,52.1515146,0,0,1191,47,2020/12/30 14:24:43+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.265445,52.1515168,0,0,1192,47,2020/12/30 14:24:46+00,,,,speed: 0.5,,,,,,,,,,,,,,,,,
1.2655525,52.15154,0,0,1193,47,2020/12/30 14:24:50+00,79,,,speed: 4.5,,,,,,,,,,,,,,,,,
1.2656243,52.1515791,0,0,1194,46,2020/12/30 14:24:54+00,,,,speed: 0.9,,,,,,,,,,,,,,,,,
1.2656276,52.1515723,0,0,1195,46,2020/12/30 14:24:58+00,,,,speed: 0.0,,,,,,,,,,,,,,,,,
1.2653058,52.1515194,0,0,1196,46,2020/12/30 14:25:03+00,,,,speed: 7.5,,,,,,,,,,,,,,,,,
1.264882,52.1514403,0,0,1197,45,2020/12/30 14:25:07+00,,,,speed: 6.5,,,,,,,,,,,,,,,,,
1.2645931,52.1513978,0,0,1198,46,2020/12/30 14:25:11+00,,,,speed: 4.6,,,,,,,,,,,,,,,,,
1.2644146,52.1513686,0,0,1199,47,2020/12/30 14:25:14+00,,,,speed: 4.1,,,,,,,,,,,,,,,,,
1.2641623,52.1513308,0,0,1200,48,2020/12/30 14:25:19+00,,,,speed: 3.3,,,,,,,,,,,,,,,,,
1.2641021,52.1513011,0,0,1201,47,2020/12/30 14:25:23+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2640461,52.1512931,0,0,1202,46,2020/12/30 14:25:27+00,,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2639818,52.151293,0,0,1203,46,2020/12/30 14:25:30+00,,,,speed: 0.7,,,,,,,,,,,,,,,,,
1.2639765,52.1512878,0,0,1204,48,2020/12/30 14:25:35+00,,,,speed: 0.2,,,,,,,,,,,,,,,,,
1.2639056,52.1512853,0,0,1205,49,2020/12/30 14:25:38+00,,,,speed: 1.9,,,,,,,,,,,,,,,,,
1.2637635,52.1512581,0,0,1206,51,2020/12/30 14:25:43+00,,,,speed: 2.0,,,,,,,,,,,,,,,,,
1.2636715,52.151244,0,0,1207,52,2020/12/30 14:25:46+00,,,,speed: 2.2,,,,,,,,,,,,,,,,,
1.263593,52.1512448,0,0,1208,51,2020/12/30 14:25:51+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2635903,52.1512478,0,0,1209,52,2020/12/30 14:25:54+00,,,,speed: 0.1,,,,,,,,,,,,,,,,,
1.2635073,52.1512271,0,0,1210,52,2020/12/30 14:25:59+00,,,,speed: 2.3,,,,,,,,,,,,,,,,,
