time,X,Y,ele,speed (m/s)
2021-01-03 04:00:00,,,,
2021-01-03 05:00:00,,,,
2021-01-03 06:00:00,,,,
2021-01-03 07:00:00,,,,
2021-01-03 08:00:00,1.2634483200000002,52.15027374,58.4,0.6799999999999999
2021-01-03 09:00:00,1.2631980857142857,52.15023491428571,54.0,0.6857142857142857
2021-01-03 10:00:00,1.254945142172524,52.15309107731631,54.42811501597444,1.216613418530352
2021-01-03 11:00:00,1.263983227741936,52.15309757129033,47.16451612903226,1.4603225806451603
2021-01-03 12:00:00,,,,
2021-01-03 13:00:00,1.256948078431373,52.15306573669466,52.93557422969187,1.987955182072827
2021-01-03 14:00:00,1.264290903571429,52.15108357738092,28.220238095238095,1.1720238095238085
2021-01-03 15:00:00,1.2651895204379566,52.152392640146,45.78832116788321,1.6919708029197076
2021-01-03 16:00:00,1.2607905976833966,52.15381244440148,49.72586872586873,1.7397683397683397
2021-01-03 17:00:00,,,,
2021-01-03 18:00:00,,,,
2021-01-03 19:00:00,,,,
2021-01-03 20:00:00,,,,
2021-01-03 21:00:00,1.2631717333333334,52.150228733333336,46.666666666666664,0.0
2021-01-03 22:00:00,1.2631566,52.1502268,45.0,0.0
2021-01-03 23:00:00,1.2631566,52.1502268,45.0,0.0
2021-01-04 00:00:00,1.2631566,52.1502268,45.0,0.0
2021-01-04 01:00:00,1.2631566,52.1502268,45.0,0.0
2021-01-04 02:00:00,1.2631566,52.1502268,45.0,0.0
2021-01-04 03:00:00,1.2631566,52.1502268,45.0,0.0
2021-01-04 04:00:00,1.2631566,52.1502268,45.0,0.0
2021-01-04 05:00:00,1.2631566,52.1502268,45.0,0.0
2021-01-04 06:00:00,1.2631566,52.1502268,45.0,0.0
2021-01-04 07:00:00,1.2631566,52.1502268,45.0,0.0
2021-01-04 08:00:00,1.2631954,52.150199245454544,56.0,1.1363636363636362
2021-01-04 09:00:00,1.2633308714285716,52.14978374285714,102.42857142857143,0.6857142857142857
2021-01-04 10:00:00,1.2633980979166666,52.15022315312503,59.291666666666664,0.11041666666666662
2021-01-04 11:00:00,1.2633146379310347,52.15017288505747,48.38505747126437,0.36551724137931035
2021-01-04 12:00:00,,,,
2021-01-04 13:00:00,1.261122053453453,52.15389649699696,48.34534534534534,1.2975975975975993
2021-01-04 14:00:00,1.2619380923232328,52.15083038545454,48.464646464646464,0.8020202020202025
2021-01-04 15:00:00,1.259476298641765,52.152971228692664,49.898132427843805,1.2691001697792887
2021-01-04 16:00:00,,,,
2021-01-04 17:00:00,,,,
2021-01-04 18:00:00,,,,
2021-01-04 19:00:00,,,,
2021-01-04 20:00:00,,,,
2021-01-04 21:00:00,,,,
2021-01-04 22:00:00,,,,
2021-01-04 23:00:00,,,,
2021-01-05 00:00:00,,,,
2021-01-05 01:00:00,,,,
2021-01-05 02:00:00,,,,
2021-01-05 03:00:00,,,,
2021-01-05 04:00:00,,,,
2021-01-05 05:00:00,,,,
2021-01-05 06:00:00,,,,
2021-01-05 07:00:00,,,,
2021-01-05 08:00:00,,,,
2021-01-05 09:00:00,1.2637773954545457,52.150005890151476,46.96969696969697,0.7250000000000003
2021-01-05 10:00:00,,,,
2021-01-05 11:00:00,,,,
2021-01-05 12:00:00,,,,
2021-01-05 13:00:00,1.2631613000813,52.1501890496597,51.0,0.0
2021-01-05 14:00:00,1.260387444444445,52.150951347222225,53.333333333333336,1.2611111111111108
2021-01-05 15:00:00,1.2632322352941177,52.15015568235293,47.705882352941174,0.5882352941176471
2021-01-05 16:00:00,,,,
2021-01-05 17:00:00,1.2631614666666664,52.15009115555556,28.444444444444443,0.7777777777777778
2021-01-05 18:00:00,1.2633568642857131,52.150047652380984,43.023809523809526,0.9380952380952374
2021-01-05 19:00:00,,,,
2021-01-05 20:00:00,,,,
2021-01-05 21:00:00,,,,
2021-01-05 22:00:00,,,,
2021-01-05 23:00:00,,,,
2021-01-06 00:00:00,,,,
2021-01-06 01:00:00,,,,
2021-01-06 02:00:00,,,,
2021-01-06 03:00:00,,,,
2021-01-06 04:00:00,,,,
2021-01-06 05:00:00,,,,
2021-01-06 06:00:00,,,,
2021-01-06 07:00:00,,,,
2021-01-06 08:00:00,,,,
2021-01-06 09:00:00,,,,
2021-01-06 10:00:00,,,,
2021-01-06 11:00:00,1.2589606281789545,52.15413547723584,51.5,1.2366666666666668
2021-01-06 12:00:00,1.2560813605263157,52.15040512631578,50.26315789473684,1.2763157894736843
2021-01-06 13:00:00,1.2556436921195657,52.14957712798913,51.26902173913044,1.1877717391304359
2021-01-06 14:00:00,1.2623605875000001,52.151988062499996,79.125,0.675
2021-01-06 15:00:00,1.2623775714285714,52.15012647142857,37.42857142857143,1.2714285714285716
2021-01-06 16:00:00,1.2630571,52.150105133333334,65.0,0.3
2021-01-06 17:00:00,1.2632305545454545,52.15010638181818,45.81818181818182,0.8090909090909093
2021-01-06 18:00:00,,,,
2021-01-06 19:00:00,,,,
2021-01-06 20:00:00,,,,
2021-01-06 21:00:00,,,,
2021-01-06 22:00:00,,,,
2021-01-06 23:00:00,1.26316572,52.15015150000001,38.8,0.18
2021-01-07 00:00:00,1.2631611999999999,52.1502283,39.0,0.0
2021-01-07 01:00:00,1.2631611999999999,52.1502283,39.0,0.0
2021-01-07 02:00:00,1.2631611999999999,52.1502283,39.0,0.0
2021-01-07 03:00:00,1.2631611999999999,52.1502283,39.0,0.0
2021-01-07 04:00:00,1.2631611999999999,52.1502283,39.0,0.0
2021-01-07 05:00:00,1.2631611999999999,52.1502283,39.0,0.0
2021-01-07 06:00:00,1.2631611999999999,52.1502283,39.0,0.0
2021-01-07 07:00:00,1.2631611999999999,52.1502283,39.0,0.0
2021-01-07 08:00:00,1.2633064333333335,52.150086144444444,31.0,0.5333333333333333
2021-01-07 09:00:00,,,,
2021-01-07 10:00:00,,,,
2021-01-07 11:00:00,1.2632146000000002,52.15011764705883,32.529411764705884,0.7411764705882353
2021-01-07 12:00:00,1.3320223785714285,52.10191302857144,8.5,1.6
2021-01-07 13:00:00,1.298921862962963,52.12373936296295,26.59259259259259,4.303703703703703
2021-01-07 14:00:00,1.2570213453825856,52.153118967810016,49.58047493403694,1.900791556728232
